Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph,travel_time_minutes,adjusted_speed,adjusted_travel_time,start_zone,end_zone,zone
TRIP_00171,Lajpat Nagar,Greater Kailash,2.6,Evening Peak,Weekday,Clear,High,Main Road,28.5,6.6,24.224999999999998,6.439628482972137,Other,South,Other
TRIP_00172,AIIMS,Saket,4.77,Morning Peak,Weekday,Rain,Very High,Inner Road,4.8,60.6,4.08,70.1470588235294,Other,South,Other
TRIP_00173,Shahdara,Dwarka,25.37,Afternoon,Weekend,Rain,Low,Highway,44.8,35.3,38.08,39.97373949579833,Other,West,Other
TRIP_00174,Hauz Khas,Civil Lines,14.76,Morning Peak,Weekend,Clear,High,Main Road,21.6,40.2,18.36,48.23529411764706,Other,Other,Other
TRIP_00175,Shahdara,Nehru Place,14.22,Evening Peak,Weekday,Clear,Very High,Main Road,11.1,78.7,9.434999999999999,90.42925278219397,Other,Other,Other
TRIP_00176,Civil Lines,Karol Bagh,4.62,Morning Peak,Weekday,Heatwave,High,Main Road,21.6,13.2,18.36,15.098039215686274,Other,Central,Other
TRIP_00177,Okhla,Greater Kailash,4.03,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3,28.9,7.055000000000001,34.27356484762579,Other,South,Other
TRIP_00178,Kalkaji,Preet Vihar,12.39,Morning Peak,Weekend,Rain,Medium,Highway,31.8,24.3,27.03,27.502774694783575,South,Other,South Delhi
TRIP_00179,Preet Vihar,Rajouri Garden,16.6,Morning Peak,Weekday,Clear,Very High,Main Road,9.5,105.6,8.075,123.34365325077401,Other,West,Other
TRIP_00180,Connaught Place,Noida Sector 18,12.67,Evening Peak,Weekday,Clear,Medium,Main Road,42.4,17.7,36.04,21.09322974472808,Central,Other,Central Delhi
TRIP_00181,Lajpat Nagar,Connaught Place,7.13,Evening Peak,Weekend,Clear,Medium,Inner Road,23.1,19.2,19.635,21.787624140565317,Other,Central,Other
TRIP_00182,Karol Bagh,Janakpuri,10.56,Afternoon,Weekday,Clear,High,Main Road,26.5,24.8,22.525,28.128745837957826,Central,West,Central Delhi
TRIP_00183,Okhla,Pitampura,23.54,Evening Peak,Weekend,Clear,High,Highway,36.3,40.5,30.854999999999997,45.775401069518715,Other,North,Other
TRIP_00184,Saket,Vasant Kunj,4.88,Afternoon,Weekday,Clear,High,Main Road,26.3,11.4,22.355,13.097740997539699,South,South,South Delhi
TRIP_00185,Shahdara,Rohini,24.21,Morning Peak,Weekday,Clear,High,Highway,41.4,34.9,35.19,41.27877237851663,Other,North,Other
TRIP_00186,Model Town,Shahdara,10.5,Morning Peak,Weekday,Rain,Very High,Highway,12.0,59.2,10.2,61.76470588235295,North,Other,North Delhi
TRIP_00187,Connaught Place,Rajouri Garden,9.35,Afternoon,Weekday,Fog,High,Main Road,11.3,51.0,9.605,58.4070796460177,Central,West,Central Delhi
TRIP_00188,Chandni Chowk,Civil Lines,3.35,Afternoon,Weekend,Clear,Medium,Inner Road,14.5,14.6,12.325,16.308316430020284,Central,Other,Central Delhi
TRIP_00189,Greater Kailash,Preet Vihar,11.95,Evening Peak,Weekend,Fog,Low,Main Road,22.1,32.8,18.785,38.168751663561345,South,Other,South Delhi
TRIP_00190,Kalkaji,Janakpuri,18.68,Night,Weekday,Rain,Low,Inner Road,27.2,42.9,23.119999999999997,48.477508650519034,South,West,South Delhi
TRIP_00191,Mayur Vihar,Kalkaji,9.67,Evening Peak,Weekend,Clear,Low,Main Road,40.5,15.1,34.425,16.854030501089326,Other,South,Other
TRIP_00192,Civil Lines,Model Town,5.0,Evening Peak,Weekday,Fog,Medium,Inner Road,7.7,45.2,6.545,45.836516424751714,Other,North,Other
TRIP_00193,Connaught Place,Lajpat Nagar,7.13,Morning Peak,Weekday,Rain,High,Highway,29.9,14.9,25.415,16.832579185520363,Central,Other,Central Delhi
TRIP_00194,Shahdara,Saket,18.39,Night,Weekday,Rain,Low,Main Road,34.2,33.1,29.07,37.95665634674923,Other,South,Other
TRIP_00195,Nehru Place,Connaught Place,9.83,Morning Peak,Weekday,Clear,Very High,Main Road,11.6,53.3,9.86,59.81744421906694,Other,Central,Other
TRIP_00196,Nehru Place,Vasant Kunj,9.97,Evening Peak,Weekday,Clear,High,Main Road,20.4,30.7,17.34,34.49826989619377,Other,South,Other
TRIP_00197,Karol Bagh,Model Town,7.02,Afternoon,Weekday,Clear,Low,Main Road,54.9,7.5,46.665,9.026036644165863,Central,North,Central Delhi
TRIP_00198,Vasant Kunj,Greater Kailash,8.11,Morning Peak,Weekday,Fog,High,Main Road,16.3,31.3,13.855,35.12089498376037,South,South,South Delhi
TRIP_00199,Nehru Place,Lajpat Nagar,2.8,Night,Weekend,Clear,Low,Inner Road,37.9,5.0,32.214999999999996,5.214961974235605,Other,Other,Other
TRIP_00200,Noida Sector 18,Punjabi Bagh,21.94,Morning Peak,Weekday,Clear,Medium,Highway,54.4,24.1,46.239999999999995,28.468858131487895,Other,West,Other
TRIP_00201,Nehru Place,Civil Lines,14.85,Morning Peak,Weekend,Clear,Medium,Main Road,29.7,30.1,25.244999999999997,35.294117647058826,Other,Other,Other
TRIP_00202,Pitampura,Lajpat Nagar,18.08,Afternoon,Weekday,Clear,Medium,Main Road,40.9,27.6,34.765,31.203796922191856,North,Other,Other
TRIP_00203,Rajouri Garden,Nehru Place,16.77,Evening Peak,Weekday,Heatwave,High,Inner Road,15.3,64.8,13.005,77.37024221453287,West,Other,Other
TRIP_00204,AIIMS,Saket,4.77,Evening Peak,Weekday,Rain,Very High,Main Road,9.0,33.3,7.6499999999999995,37.411764705882355,Other,South,Other
TRIP_00205,Punjabi Bagh,Hauz Khas,14.84,Evening Peak,Weekday,Clear,Very High,Main Road,11.0,84.6,9.35,95.22994652406418,West,Other,West Delhi
TRIP_00206,Civil Lines,Greater Kailash,14.87,Morning Peak,Weekday,Rain,High,Inner Road,11.4,80.2,9.69,92.07430340557276,Other,South,Other
TRIP_00207,Greater Kailash,Model Town,19.14,Evening Peak,Weekday,Heatwave,Very High,Highway,18.7,67.6,15.895,72.24913494809688,South,North,South Delhi
TRIP_00208,Nehru Place,Kalkaji,1.51,Morning Peak,Weekend,Clear,High,Inner Road,13.6,7.1,11.559999999999999,7.837370242214533,Other,South,Other
TRIP_00209,Shahdara,Kalkaji,15.71,Night,Weekend,Fog,Medium,Main Road,17.8,54.6,15.13,62.30006609385327,Other,South,Other
TRIP_00210,Karol Bagh,Noida Sector 18,16.06,Afternoon,Weekday,Clear,Low,Main Road,54.9,17.1,46.665,20.649308903889423,Central,Other,Central Delhi
TRIP_00211,Shahdara,Hauz Khas,16.26,Morning Peak,Weekend,Clear,Very High,Main Road,13.1,78.7,11.135,87.61562640323307,Other,Other,Other
TRIP_00212,AIIMS,Rajouri Garden,12.31,Evening Peak,Weekday,Rain,High,Highway,22.4,33.4,19.04,38.79201680672269,Other,West,Other
TRIP_00213,Pitampura,Greater Kailash,20.1,Morning Peak,Weekday,Rain,Low,Main Road,40.1,30.8,34.085,35.38213290303653,North,South,Other
TRIP_00214,AIIMS,Civil Lines,12.66,Morning Peak,Weekend,Clear,Medium,Inner Road,27.4,27.0,23.29,32.61485616144268,Other,Other,Other
TRIP_00215,Rohini,Preet Vihar,25.98,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.6,116.5,11.559999999999999,134.84429065743947,North,Other,North Delhi
TRIP_00216,Mayur Vihar,AIIMS,9.79,Afternoon,Weekend,Rain,High,Main Road,17.8,33.8,15.13,38.8235294117647,Other,Other,Other
TRIP_00217,Dwarka,IGI Airport,6.61,Afternoon,Weekday,Clear,Medium,Main Road,44.5,9.2,37.824999999999996,10.48512888301388,West,Other,West Delhi
TRIP_00218,AIIMS,Hauz Khas,2.2,Morning Peak,Weekday,Clear,High,Highway,31.4,4.4,26.689999999999998,4.9456725365305365,Other,Other,Other
TRIP_00219,Model Town,Rohini,13.8,Morning Peak,Weekday,Clear,High,Main Road,16.7,52.1,14.194999999999999,58.33039802747447,North,North,North Delhi
TRIP_00220,Vasant Kunj,Greater Kailash,8.11,Afternoon,Weekday,Clear,Low,Main Road,54.2,9.4,46.07,10.562187974820924,South,South,South Delhi
TRIP_00221,Vasant Kunj,IGI Airport,6.9,Evening Peak,Weekday,Rain,Very High,Highway,11.8,35.4,10.030000000000001,41.27617148554337,South,Other,South Delhi
TRIP_00222,Lajpat Nagar,Greater Kailash,2.6,Morning Peak,Weekday,Clear,Very High,Inner Road,8.6,17.6,7.31,21.340629274965803,Other,South,Other
TRIP_00223,Chandni Chowk,IGI Airport,16.54,Morning Peak,Weekend,Clear,High,Main Road,24.7,41.1,20.994999999999997,47.26839723743749,Central,Other,Central Delhi
TRIP_00224,Model Town,Connaught Place,9.58,Afternoon,Weekday,Rain,Medium,Main Road,27.9,21.1,23.715,24.237824161922834,North,Central,North Delhi
TRIP_00225,Rajouri Garden,AIIMS,12.31,Morning Peak,Weekday,Clear,High,Main Road,24.9,31.4,21.165,34.89723600283487,West,Other,Other
TRIP_00226,Nehru Place,Preet Vihar,10.93,Morning Peak,Weekday,Clear,Low,Highway,75.6,9.0,64.25999999999999,10.205415499533148,Other,Other,Other
TRIP_00227,Kalkaji,AIIMS,5.39,Evening Peak,Weekday,Clear,High,Inner Road,14.5,22.4,12.325,26.239350912778907,South,Other,South Delhi
TRIP_00228,Mayur Vihar,Civil Lines,10.05,Evening Peak,Weekday,Heatwave,Low,Highway,57.2,10.7,48.620000000000005,12.402303578774166,Other,Other,Other
TRIP_00229,Saket,Lajpat Nagar,5.89,Morning Peak,Weekend,Clear,Low,Highway,80.5,4.8,68.425,5.164778955060285,South,Other,South Delhi
TRIP_00230,Model Town,Punjabi Bagh,7.93,Evening Peak,Weekday,Clear,High,Inner Road,13.4,34.9,11.39,41.77348551360843,North,West,North Delhi
TRIP_00231,IGI Airport,Noida Sector 18,22.12,Afternoon,Weekend,Clear,Low,Highway,69.2,18.6,58.82,22.563753825229515,Other,Other,Other
TRIP_00232,Chandni Chowk,Greater Kailash,11.55,Morning Peak,Weekend,Clear,Very High,Highway,21.9,33.0,18.615,37.22804190169219,Central,South,Central Delhi
TRIP_00233,Preet Vihar,Civil Lines,7.88,Morning Peak,Weekday,Heatwave,Very High,Inner Road,8.0,58.2,6.8,69.52941176470588,Other,Other,Other
TRIP_00234,AIIMS,Rajouri Garden,12.31,Afternoon,Weekend,Rain,Low,Main Road,35.4,21.8,30.089999999999996,24.546360917248258,Other,West,Other
TRIP_00235,Connaught Place,Noida Sector 18,12.67,Night,Weekday,Fog,Low,Main Road,28.8,26.4,24.48,31.053921568627448,Central,Other,Central Delhi
TRIP_00236,Rajouri Garden,Saket,15.91,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.1,120.7,6.885,138.64923747276688,West,South,Other
TRIP_00237,Chandni Chowk,Mayur Vihar,7.47,Morning Peak,Weekday,Clear,Medium,Main Road,33.4,14.2,28.389999999999997,15.787249031349068,Central,Other,Central Delhi
TRIP_00238,Civil Lines,Mayur Vihar,10.05,Afternoon,Weekend,Clear,Medium,Highway,50.9,11.9,43.265,13.937362764359182,Other,Other,Other
TRIP_00239,Noida Sector 18,Rajouri Garden,21.63,Evening Peak,Weekend,Heatwave,Medium,Main Road,38.8,35.3,32.98,39.351121892055794,Other,West,Other
TRIP_00240,Nehru Place,Lajpat Nagar,2.8,Evening Peak,Weekday,Fog,Very High,Main Road,7.8,21.9,6.63,25.339366515837103,Other,Other,Other
TRIP_00241,AIIMS,Civil Lines,12.66,Evening Peak,Weekend,Clear,Very High,Main Road,12.9,61.5,10.965,69.2749658002736,Other,Other,Other
TRIP_00242,Rohini,Noida Sector 18,33.01,Afternoon,Weekend,Heatwave,Low,Inner Road,15.6,123.7,13.26,149.3665158371041,North,Other,North Delhi
TRIP_00243,Saket,Connaught Place,11.95,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.8,50.9,11.73,61.125319693094625,South,Central,South Delhi
TRIP_00244,Karol Bagh,Chandni Chowk,3.94,Morning Peak,Weekday,Clear,High,Inner Road,15.5,16.7,13.174999999999999,17.94307400379507,Central,Central,Central Delhi
TRIP_00245,Hauz Khas,Model Town,18.43,Evening Peak,Weekday,Fog,High,Main Road,10.8,105.5,9.18,120.45751633986927,Other,North,Other
TRIP_00246,Karol Bagh,Lajpat Nagar,10.19,Afternoon,Weekday,Clear,Medium,Highway,60.1,10.4,51.085,11.968288147205637,Central,Other,Central Delhi
TRIP_00247,Preet Vihar,Greater Kailash,11.95,Morning Peak,Weekday,Fog,Medium,Main Road,23.3,32.1,19.805,36.20297904569553,Other,South,Other
TRIP_00248,Okhla,Punjabi Bagh,20.5,Morning Peak,Weekday,Fog,Very High,Highway,10.0,127.9,8.5,144.70588235294116,Other,West,Other
TRIP_00249,AIIMS,Shahdara,14.08,Evening Peak,Weekend,Rain,Medium,Main Road,19.1,46.0,16.235,52.03572528487835,Other,Other,Other
TRIP_00250,Greater Kailash,Hauz Khas,3.32,Evening Peak,Weekday,Clear,High,Inner Road,8.9,25.9,7.565,26.331791143423658,South,Other,South Delhi
TRIP_00251,Karol Bagh,Preet Vihar,10.02,Evening Peak,Weekend,Heatwave,Medium,Highway,63.9,10.2,54.315,11.068765534382766,Central,Other,Central Delhi
TRIP_00252,Noida Sector 18,IGI Airport,22.12,Evening Peak,Weekday,Clear,Very High,Highway,16.5,82.9,14.025,94.63101604278074,Other,Other,Other
TRIP_00253,Nehru Place,Greater Kailash,1.9,Afternoon,Weekday,Heatwave,Low,Inner Road,24.3,5.3,20.655,5.519244734931009,Other,South,Other
TRIP_00254,Rohini,Preet Vihar,25.98,Morning Peak,Weekend,Clear,Medium,Highway,60.4,27.1,51.339999999999996,30.362290611608884,North,Other,North Delhi
TRIP_00255,Greater Kailash,Connaught Place,9.57,Evening Peak,Weekend,Clear,Medium,Inner Road,13.9,48.9,11.815,48.59923825645366,South,Central,South Delhi
TRIP_00256,Greater Kailash,AIIMS,3.26,Evening Peak,Weekday,Clear,Very High,Inner Road,8.7,22.0,7.395,26.450304259634887,South,Other,South Delhi
TRIP_00257,Preet Vihar,Saket,15.46,Night,Weekend,Rain,High,Highway,28.2,34.6,23.97,38.698372966207764,Other,South,Other
TRIP_00258,Pitampura,Dwarka,15.04,Morning Peak,Weekday,Fog,High,Highway,17.6,53.7,14.96,60.32085561497325,North,West,Other
TRIP_00259,Janakpuri,Civil Lines,14.89,Evening Peak,Weekday,Clear,Low,Highway,83.3,10.7,70.80499999999999,12.61775298354636,West,Other,West Delhi
TRIP_00260,Civil Lines,Model Town,5.0,Morning Peak,Weekday,Heatwave,Very High,Highway,21.2,14.7,18.02,16.64816870144284,Other,North,Other
TRIP_00261,Greater Kailash,Dwarka,19.04,Evening Peak,Weekday,Heatwave,Very High,Main Road,8.8,132.7,7.48,152.72727272727272,South,West,South Delhi
TRIP_00262,AIIMS,Saket,4.77,Afternoon,Weekday,Rain,Medium,Inner Road,10.8,27.2,9.18,31.17647058823529,Other,South,Other
TRIP_00263,Noida Sector 18,Janakpuri,23.96,Afternoon,Weekday,Heatwave,Medium,Main Road,28.3,53.0,24.055,59.763043026397845,Other,West,Other
TRIP_00264,Hauz Khas,Noida Sector 18,12.51,Evening Peak,Weekday,Clear,Very High,Main Road,14.6,55.6,12.41,60.483481063658346,Other,Other,Other
TRIP_00265,Hauz Khas,Karol Bagh,11.44,Morning Peak,Weekday,Rain,Medium,Highway,44.0,15.9,37.4,18.35294117647059,Other,Central,Other
TRIP_00266,Rohini,Vasant Kunj,27.39,Afternoon,Weekday,Clear,High,Inner Road,18.0,90.5,15.299999999999999,107.41176470588236,North,South,North Delhi
TRIP_00267,Civil Lines,Dwarka,20.04,Night,Weekend,Rain,Very High,Highway,11.8,116.0,10.030000000000001,119.88035892323029,Other,West,Other
TRIP_00268,Hauz Khas,Dwarka,15.78,Evening Peak,Weekday,Clear,Very High,Highway,23.2,41.0,19.72,48.01217038539554,Other,West,Other
TRIP_00269,Dwarka,Civil Lines,20.04,Morning Peak,Weekday,Fog,Very High,Main Road,7.8,161.1,6.63,181.3574660633484,West,Other,West Delhi
TRIP_00270,Janakpuri,Mayur Vihar,20.24,Morning Peak,Weekend,Clear,Medium,Main Road,30.2,40.5,25.669999999999998,47.30814179976626,West,Other,West Delhi
TRIP_00271,Preet Vihar,Janakpuri,20.09,Night,Weekday,Heatwave,High,Highway,35.7,36.5,30.345000000000002,39.72318339100346,Other,West,Other
TRIP_00272,Rohini,Punjabi Bagh,11.6,Afternoon,Weekday,Rain,Very High,Highway,11.9,61.2,10.115,68.80869995056845,North,West,North Delhi
TRIP_00273,Preet Vihar,Kalkaji,12.39,Morning Peak,Weekday,Clear,Low,Highway,67.7,10.9,57.545,12.918585454861413,Other,South,Other
TRIP_00274,Saket,Mayur Vihar,13.17,Evening Peak,Weekday,Clear,Very High,Highway,19.0,43.5,16.15,48.92879256965945,South,Other,South Delhi
TRIP_00275,Shahdara,Dwarka,25.37,Evening Peak,Weekend,Clear,Medium,Highway,52.1,28.4,44.285,34.37281246471718,Other,West,Other
TRIP_00276,Dwarka,Civil Lines,20.04,Evening Peak,Weekday,Clear,Very High,Highway,21.0,57.4,17.849999999999998,67.36134453781513,West,Other,West Delhi
TRIP_00277,Karol Bagh,Punjabi Bagh,6.08,Afternoon,Weekday,Clear,Low,Highway,78.8,4.7,66.97999999999999,5.446401911018215,Central,West,Central Delhi
TRIP_00278,Saket,Pitampura,21.25,Morning Peak,Weekday,Clear,High,Main Road,17.6,72.3,14.96,85.22727272727272,South,North,South Delhi
TRIP_00279,Dwarka,Civil Lines,20.04,Afternoon,Weekend,Rain,High,Main Road,14.1,83.7,11.985,100.32540675844805,West,Other,West Delhi
TRIP_00280,Chandni Chowk,AIIMS,9.5,Afternoon,Weekday,Fog,Medium,Highway,29.2,21.8,24.82,22.96535052377115,Central,Other,Central Delhi
TRIP_00281,Nehru Place,Punjabi Bagh,17.83,Night,Weekday,Clear,Medium,Highway,62.7,16.7,53.295,20.073177596397407,Other,West,Other
TRIP_00282,Noida Sector 18,Rajouri Garden,21.63,Afternoon,Weekend,Fog,Medium,Main Road,20.0,67.0,17.0,76.34117647058822,Other,West,Other
TRIP_00283,Noida Sector 18,Model Town,20.73,Morning Peak,Weekday,Clear,High,Highway,31.1,41.5,26.435000000000002,47.05125780215623,Other,North,Other
TRIP_00284,Preet Vihar,IGI Airport,21.04,Afternoon,Weekday,Clear,Medium,Highway,62.2,23.9,52.870000000000005,23.877435218460374,Other,Other,Other
TRIP_00285,Connaught Place,Chandni Chowk,2.54,Evening Peak,Weekday,Clear,High,Inner Road,14.2,10.8,12.069999999999999,12.626346313173158,Central,Central,Central Delhi
TRIP_00286,Civil Lines,Hauz Khas,14.76,Morning Peak,Weekend,Rain,Very High,Highway,12.4,73.6,10.54,84.02277039848198,Other,Other,Other
TRIP_00287,Karol Bagh,Noida Sector 18,16.06,Evening Peak,Weekday,Clear,High,Inner Road,19.0,52.1,16.15,59.6656346749226,Central,Other,Central Delhi
TRIP_00288,Lajpat Nagar,Connaught Place,7.13,Afternoon,Weekday,Clear,Medium,Main Road,33.3,14.6,28.304999999999996,15.113937466878646,Other,Central,Other
TRIP_00289,Punjabi Bagh,Civil Lines,9.27,Afternoon,Weekday,Clear,Medium,Main Road,45.9,14.2,39.015,14.2560553633218,West,Other,West Delhi
TRIP_00290,Greater Kailash,Noida Sector 18,9.35,Night,Weekday,Heatwave,High,Highway,36.6,15.0,31.11,18.0327868852459,South,Other,South Delhi
TRIP_00291,Nehru Place,Saket,5.32,Morning Peak,Weekday,Clear,High,Highway,39.1,8.5,33.235,9.604332781706033,Other,South,Other
TRIP_00292,IGI Airport,Janakpuri,7.4,Evening Peak,Weekday,Clear,High,Inner Road,8.3,55.2,7.055000000000001,62.93408929836995,Other,West,Other
TRIP_00293,Rohini,Civil Lines,18.15,Evening Peak,Weekday,Rain,High,Main Road,16.5,67.5,14.025,77.6470588235294,North,Other,North Delhi
TRIP_00294,Karol Bagh,Saket,14.26,Night,Weekday,Clear,High,Main Road,27.7,31.6,23.544999999999998,36.3389254618815,Central,South,Central Delhi
TRIP_00295,Noida Sector 18,Preet Vihar,8.57,Afternoon,Weekday,Clear,Medium,Main Road,43.8,12.3,37.23,13.811442385173248,Other,Other,Other
TRIP_00296,Hauz Khas,Model Town,18.43,Evening Peak,Weekday,Rain,High,Main Road,13.4,86.4,11.39,97.08516242317823,Other,North,Other
TRIP_00297,Nehru Place,Okhla,2.67,Evening Peak,Weekday,Rain,High,Inner Road,7.8,21.5,6.63,24.16289592760181,Other,Other,Other
TRIP_00298,Chandni Chowk,Connaught Place,2.54,Morning Peak,Weekday,Clear,Medium,Inner Road,25.3,7.1,21.505,7.08672401767031,Central,Central,Central Delhi
TRIP_00299,Janakpuri,Rajouri Garden,4.38,Evening Peak,Weekend,Heatwave,High,Main Road,24.5,11.1,20.825,12.619447779111646,West,West,West Delhi
TRIP_00300,Rajouri Garden,Shahdara,16.5,Afternoon,Weekend,Clear,Medium,Highway,55.4,18.4,47.089999999999996,21.0235718836271,West,Other,Other
TRIP_00301,Kalkaji,Karol Bagh,14.25,Evening Peak,Weekday,Rain,High,Main Road,18.7,44.6,15.895,53.79050015728217,South,Central,South Delhi
TRIP_00302,Greater Kailash,Pitampura,20.1,Evening Peak,Weekday,Clear,High,Highway,29.5,40.7,25.075,48.095712861415755,South,North,South Delhi
TRIP_00303,Hauz Khas,Rajouri Garden,13.23,Afternoon,Weekend,Clear,Medium,Main Road,45.0,18.3,38.25,20.75294117647059,Other,West,Other
TRIP_00304,Rajouri Garden,Rohini,13.1,Evening Peak,Weekday,Heatwave,High,Main Road,20.1,38.2,17.085,46.005267778753286,West,North,Other
TRIP_00305,Preet Vihar,IGI Airport,21.04,Morning Peak,Weekend,Fog,High,Highway,18.2,69.3,15.469999999999999,81.60310277957338,Other,Other,Other
TRIP_00306,Hauz Khas,Okhla,7.23,Evening Peak,Weekday,Clear,Very High,Inner Road,8.0,59.0,6.8,63.794117647058826,Other,Other,Other
TRIP_00307,Chandni Chowk,Saket,14.23,Afternoon,Weekday,Clear,Medium,Main Road,41.6,20.9,35.36,24.145927601809955,Central,South,Central Delhi
TRIP_00308,Greater Kailash,AIIMS,3.26,Morning Peak,Weekday,Clear,Very High,Main Road,10.5,18.4,8.924999999999999,21.915966386554622,South,Other,South Delhi
TRIP_00309,Pitampura,Chandni Chowk,11.29,Morning Peak,Weekday,Clear,High,Main Road,25.8,26.4,21.93,30.889192886456907,North,Central,Other
TRIP_00310,Connaught Place,Okhla,12.39,Evening Peak,Weekday,Fog,High,Highway,21.2,34.1,18.02,41.254162042175366,Central,Other,Central Delhi
TRIP_00311,Civil Lines,Punjabi Bagh,9.27,Afternoon,Weekend,Clear,Very High,Main Road,9.7,59.1,8.245,67.45906610066707,Other,West,Other
TRIP_00312,Vasant Kunj,Greater Kailash,8.11,Evening Peak,Weekday,Heatwave,Very High,Main Road,13.2,38.1,11.219999999999999,43.36898395721926,South,South,South Delhi
TRIP_00313,Greater Kailash,Nehru Place,1.9,Afternoon,Weekend,Fog,High,Inner Road,8.2,14.1,6.969999999999999,16.355810616929702,South,Other,South Delhi
TRIP_00314,Karol Bagh,Janakpuri,10.56,Evening Peak,Weekday,Clear,High,Main Road,27.9,22.2,23.715,26.717267552182165,Central,West,Central Delhi
TRIP_00315,Mayur Vihar,Civil Lines,10.05,Afternoon,Weekend,Clear,Medium,Highway,55.1,11.0,46.835,12.874986655279173,Other,Other,Other
TRIP_00316,Janakpuri,Rohini,14.51,Morning Peak,Weekday,Clear,Medium,Highway,56.7,15.8,48.195,18.06411453470277,West,North,West Delhi
TRIP_00317,Pitampura,Karol Bagh,8.11,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7,65.7,6.545,74.34682964094728,North,Central,Other
TRIP_00318,Saket,Model Town,21.24,Evening Peak,Weekend,Clear,Low,Highway,80.5,15.6,68.425,18.62477164778955,South,North,South Delhi
